Hatch: LEVEL3 | Charge: REGULAR_CHARGE | Species: SAME_SPECIES | Level: 1 | Clone: 0 | Experience: 0.54
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 29 | Clone: 28 | Experience: 0.48
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 29 | Clone: 29 | Experience: 0.48
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 29 | Clone: 30 | Experience: 0.49
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 30 | Clone: 0 | Experience: 0.32
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 30 | Clone: 1 | Experience: 0.33
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 30 | Clone: 2 | Experience: 0.33
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 30 | Clone: 3 | Experience: 0.34
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 30 | Clone: 4 | Experience: 0.34
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 30 | Clone: 5 | Experience: 0.35
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 30 | Clone: 6 | Experience: 0.35
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 30 | Clone: 7 | Experience: 0.36
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 30 | Clone: 8 | Experience: 0.37
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 30 | Clone: 9 | Experience: 0.37
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 30 | Clone: 10 | Experience: 0.38
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 30 | Clone: 11 | Experience: 0.38
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 30 | Clone: 12 | Experience: 0.39
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 30 | Clone: 13 | Experience: 0.39
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 30 | Clone: 14 | Experience: 0.4
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 30 | Clone: 15 | Experience: 0.41
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 30 | Clone: 16 | Experience: 0.41
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 30 | Clone: 17 | Experience: 0.42
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 30 | Clone: 18 | Experience: 0.42
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 30 | Clone: 19 | Experience: 0.43
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 30 | Clone: 20 | Experience: 0.43
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 30 | Clone: 21 | Experience: 0.44
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 30 | Clone: 22 | Experience: 0.45
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 30 | Clone: 23 | Experience: 0.45
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 30 | Clone: 24 | Experience: 0.46
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 30 | Clone: 25 | Experience: 0.46
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 30 | Clone: 26 | Experience: 0.47
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 30 | Clone: 27 | Experience: 0.47
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 30 | Clone: 28 | Experience: 0.48
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 30 | Clone: 29 | Experience: 0.49
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 30 | Clone: 30 | Experience: 0.49
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 31 | Clone: 0 | Experience: 0.32
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 31 | Clone: 1 | Experience: 0.33
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 31 | Clone: 2 | Experience: 0.33
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 31 | Clone: 3 | Experience: 0.34
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 31 | Clone: 4 | Experience: 0.34
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 31 | Clone: 5 | Experience: 0.35
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 31 | Clone: 6 | Experience: 0.36
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 31 | Clone: 7 | Experience: 0.36
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 31 | Clone: 8 | Experience: 0.37
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 31 | Clone: 9 | Experience: 0.37
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 31 | Clone: 10 | Experience: 0.38
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 31 | Clone: 11 | Experience: 0.38
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 31 | Clone: 12 | Experience: 0.39
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 31 | Clone: 13 | Experience: 0.4
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 31 | Clone: 14 | Experience: 0.4
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 31 | Clone: 15 | Experience: 0.41
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 31 | Clone: 16 | Experience: 0.41
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 31 | Clone: 17 | Experience: 0.42
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 31 | Clone: 18 | Experience: 0.42
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 31 | Clone: 19 | Experience: 0.43
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 31 | Clone: 20 | Experience: 0.44
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 31 | Clone: 21 | Experience: 0.44
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 31 | Clone: 22 | Experience: 0.45
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 31 | Clone: 23 | Experience: 0.45
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 31 | Clone: 24 | Experience: 0.46
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 31 | Clone: 25 | Experience: 0.46
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 31 | Clone: 26 | Experience: 0.47
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 31 | Clone: 27 | Experience: 0.48
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 31 | Clone: 28 | Experience: 0.48
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 31 | Clone: 29 | Experience: 0.49
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 31 | Clone: 30 | Experience: 0.49
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 32 | Clone: 0 | Experience: 0.32
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 32 | Clone: 1 | Experience: 0.33
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 32 | Clone: 2 | Experience: 0.33
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 32 | Clone: 3 | Experience: 0.34
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 32 | Clone: 4 | Experience: 0.35
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 32 | Clone: 5 | Experience: 0.35
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 32 | Clone: 6 | Experience: 0.36
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 32 | Clone: 7 | Experience: 0.36
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 32 | Clone: 8 | Experience: 0.37
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 32 | Clone: 9 | Experience: 0.37
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 32 | Clone: 10 | Experience: 0.38
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 32 | Clone: 11 | Experience: 0.39
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 32 | Clone: 12 | Experience: 0.39
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 32 | Clone: 13 | Experience: 0.4
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 32 | Clone: 14 | Experience: 0.4
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 32 | Clone: 15 | Experience: 0.41
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 32 | Clone: 16 | Experience: 0.41
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 32 | Clone: 17 | Experience: 0.42
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 32 | Clone: 18 | Experience: 0.43
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 32 | Clone: 19 | Experience: 0.43
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 32 | Clone: 20 | Experience: 0.44
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 32 | Clone: 21 | Experience: 0.44
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 32 | Clone: 22 | Experience: 0.45
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 32 | Clone: 23 | Experience: 0.45
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 32 | Clone: 24 | Experience: 0.46
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 32 | Clone: 25 | Experience: 0.47
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 32 | Clone: 26 | Experience: 0.47
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 32 | Clone: 27 | Experience: 0.48
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 32 | Clone: 28 | Experience: 0.48
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 32 | Clone: 29 | Experience: 0.49
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 32 | Clone: 30 | Experience: 0.49
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 33 | Clone: 0 | Experience: 0.32
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 33 | Clone: 1 | Experience: 0.33
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 33 | Clone: 2 | Experience: 0.33
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 33 | Clone: 3 | Experience: 0.34
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 33 | Clone: 4 | Experience: 0.35
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 33 | Clone: 5 | Experience: 0.35
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 33 | Clone: 6 | Experience: 0.36
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 33 | Clone: 7 | Experience: 0.36
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 33 | Clone: 8 | Experience: 0.37
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 33 | Clone: 9 | Experience: 0.37
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 33 | Clone: 10 | Experience: 0.38
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 33 | Clone: 11 | Experience: 0.39
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 33 | Clone: 12 | Experience: 0.39
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 33 | Clone: 13 | Experience: 0.4
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 33 | Clone: 14 | Experience: 0.4
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 33 | Clone: 15 | Experience: 0.41
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 33 | Clone: 16 | Experience: 0.41
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 33 | Clone: 17 | Experience: 0.42
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 33 | Clone: 18 | Experience: 0.43
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 33 | Clone: 19 | Experience: 0.43
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 33 | Clone: 20 | Experience: 0.44
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 33 | Clone: 21 | Experience: 0.44
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 33 | Clone: 22 | Experience: 0.45
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 33 | Clone: 23 | Experience: 0.45
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 33 | Clone: 24 | Experience: 0.46
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 33 | Clone: 25 | Experience: 0.47
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 33 | Clone: 26 | Experience: 0.47
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 33 | Clone: 27 | Experience: 0.48
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 33 | Clone: 28 | Experience: 0.48
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 33 | Clone: 29 | Experience: 0.49
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 33 | Clone: 30 | Experience: 0.49
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 34 | Clone: 0 | Experience: 0.32
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 34 | Clone: 1 | Experience: 0.33
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 34 | Clone: 2 | Experience: 0.34
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 34 | Clone: 3 | Experience: 0.34
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 34 | Clone: 4 | Experience: 0.35
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 34 | Clone: 5 | Experience: 0.35
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 34 | Clone: 6 | Experience: 0.36
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 34 | Clone: 7 | Experience: 0.36
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 34 | Clone: 8 | Experience: 0.37
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 34 | Clone: 9 | Experience: 0.38
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 34 | Clone: 10 | Experience: 0.38
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 34 | Clone: 11 | Experience: 0.39
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 34 | Clone: 12 | Experience: 0.39
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 34 | Clone: 13 | Experience: 0.4
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 34 | Clone: 14 | Experience: 0.4
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 34 | Clone: 15 | Experience: 0.41
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 34 | Clone: 16 | Experience: 0.42
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 34 | Clone: 17 | Experience: 0.42
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 34 | Clone: 18 | Experience: 0.43
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 34 | Clone: 19 | Experience: 0.43
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 34 | Clone: 20 | Experience: 0.44
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 34 | Clone: 21 | Experience: 0.44
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 34 | Clone: 22 | Experience: 0.45
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 34 | Clone: 23 | Experience: 0.46
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 34 | Clone: 24 | Experience: 0.46
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 34 | Clone: 25 | Experience: 0.47
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 34 | Clone: 26 | Experience: 0.47
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 34 | Clone: 27 | Experience: 0.48
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 34 | Clone: 28 | Experience: 0.48
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 34 | Clone: 29 | Experience: 0.49
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 34 | Clone: 30 | Experience: 0.5
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 35 | Clone: 0 | Experience: 0.33
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 35 | Clone: 1 | Experience: 0.33
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 35 | Clone: 2 | Experience: 0.34
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 35 | Clone: 3 | Experience: 0.34
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 35 | Clone: 4 | Experience: 0.35
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 35 | Clone: 5 | Experience: 0.35
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 35 | Clone: 6 | Experience: 0.36
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 35 | Clone: 7 | Experience: 0.37
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 35 | Clone: 8 | Experience: 0.37
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 35 | Clone: 9 | Experience: 0.38
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 35 | Clone: 10 | Experience: 0.38
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 35 | Clone: 11 | Experience: 0.39
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 35 | Clone: 12 | Experience: 0.39
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 35 | Clone: 13 | Experience: 0.4
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 35 | Clone: 14 | Experience: 0.41
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 35 | Clone: 15 | Experience: 0.41
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 35 | Clone: 16 | Experience: 0.42
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 35 | Clone: 17 | Experience: 0.42
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 35 | Clone: 18 | Experience: 0.43
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 35 | Clone: 19 | Experience: 0.43
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 35 | Clone: 20 | Experience: 0.44
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 35 | Clone: 21 | Experience: 0.45
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 35 | Clone: 22 | Experience: 0.45
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 35 | Clone: 23 | Experience: 0.46
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 35 | Clone: 24 | Experience: 0.46
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 35 | Clone: 25 | Experience: 0.47
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 35 | Clone: 26 | Experience: 0.47
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 35 | Clone: 27 | Experience: 0.48
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 35 | Clone: 28 | Experience: 0.49
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 35 | Clone: 29 | Experience: 0.49
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 35 | Clone: 30 | Experience: 0.5
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 36 | Clone: 0 | Experience: 0.33
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 36 | Clone: 1 | Experience: 0.33
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 36 | Clone: 2 | Experience: 0.34
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 36 | Clone: 3 | Experience: 0.34
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 36 | Clone: 4 | Experience: 0.35
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 36 | Clone: 5 | Experience: 0.36
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 36 | Clone: 6 | Experience: 0.36
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 36 | Clone: 7 | Experience: 0.37
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 36 | Clone: 8 | Experience: 0.37
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 36 | Clone: 9 | Experience: 0.38
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 36 | Clone: 10 | Experience: 0.38
Hatch: LEVEL3 | Charge: HYPER_CHARGE | Species: DIFFERENT_SPECIES | Level: 36 | Clone: 11 | Experience: 0.39
